X,Y,FID,Index_,DISTRICT,CountyNum,COUNTY,Name,Location,InMobileWe,PHONE_NMBR,FeatureTyp,AccessType,O_PUBLIC,FEE,PARKING,PUBTRANSP,RSTRCTNS,DSABLDACSS,RESTROOMS,VISTOR_CTR,DOG_FRIEND,EZ4STROLLE,LIFEGUARD,SHOWERS,FOOD,DRINKWTR,PCNC_AREA,FIREPITS,CAMPGROUND,NUM_REG_CP,NUM_PRM_CP,NUM_GRP_CP,RV_CMP,NUM_RV_STE,HOSTEL,NUM_HSL_BD,NUM_HTL_RM,BT_FACILIT,BT_FACIL_T,MRA_NM_SLP,MRA_NUM_MR,LIGHTHOUSE,LTHS_Y_CON,LTHS_HT,PIER,PIER_Y_CON,PIER_LNGTH,HSTRC_STR,SHPWRECKS,SNDY_BEACH,DUNES,RKY_SHORE,UPLAND_BCH,STRM_CRDOR,WETLAND,BLUFF,BAY_LGN_LK,URBN_WFRNT,OFFSHR_RFG,INLND_AREA,STRS_BEACH,PTH_BEACH,BOARDWLK,BLFTP_TRLS,BLFTP_PRK,TRAIL_OR_P,CCT_LINK,CCTdesigna,BIKE_PATH,EQUEST_TRL,WLDLFE_VWG,SWM_POOL,SWIMMING,DIVING,SNORKLNG,TIDEPOOL,PLAYGROUND,SPORT_FLDS,VOLLEYBALL,WNDSRF_KIT,KAYAKING,SURFING,FISHING,BOATING,BOAT_TOURS,MBCH_SHORE,MBCH_OPEN,A_LND_AC,A_LND_OPEN,SQ_MILES,MILES_TRLS,PermitNum,DATE_OPN,Date_Closd,Archived,ClosureCom,SWAG_CRnmb,O_CLT_AREA,LATITUDE,LONGITUDE,Photo_1,Photo_2,Photo_3,Photo_4,Bch_whlchr,DataUpdate
920168.2778,3767268.8738,1165,1166,5_South Coast,13,Los Angeles,Dockweiler State Beach (North),"Foot of Culver Blvd., Playa del Rey",Yes, ,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes, ,No, ,Yes, , , , , , ,No, , , , , , , , , , , , , , , , , , , , ,Yes,No,No, , , , , , , , ,No,No, , , ,No, , ,Yes,No,No,No,Yes, , , , ,No, , , , ,Yes,No, , , , , , , , , , , , , , ,33.962024,-118.453984, , , , , ,
921414.0114,3765379.318,1166,1167,5_South Coast,13,Los Angeles,Vista del Mar Park,"E. side of Vista del Mar, S. of Sandpiper St., Playa del Rey",Yes, ,City/County Park,Park,Yes,No,No, , ,No,No, , , ,No,No, , ,Yes,Yes,No, , , , , , , , , , , , , , , , , , , , ,No, , ,Yes, , , , , , , ,No,No, , , ,No, , ,No,No, , , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,33.944538,-118.441451, , , , , ,
921904.1907,3763902.8774,1167,1168,5_South Coast,13,Los Angeles,Dockweiler State Beach,"W. of Vista del Mar from Marina del Rey entrance channel to S. of Grand Ave., El Segundo",Yes,310-372-2162,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , , ,No,No, , , ,Yes, , ,Yes,No, ,No,Yes, , , , , , , , ,Yes,Yes,No, ,3,3, , , , , , , , , ,829, ,33.931068,-118.436873,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Dockweiler_State_Beach_2007_08_19_0008.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Dockweiler_SB_SFS_2007_08_19_0012.jpg, , ,310-372-2162,
922268.1558,3763369.3956,1168,1169,5_South Coast,13,Los Angeles,Dockweiler RV Park,"12001 Vista del Mar, Playa del Rey",Yes,310-322-4951,Recreational Facility,LCOA,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,No,Yes, , , , ,Yes, , , ,Yes,118, , , , , , , , , , , , , , , ,Yes, , ,Yes, , , , , , , ,No,No, , , ,Yes, , ,Yes, , , , , , , , , , , , , ,No,No, , , , , , , , , , , , ,830, ,33.926126,-118.433204, , , , , ,
922733.6444,3762300.868,1169,1170,5_South Coast,13,Los Angeles,El Segundo Beach,"End of W. Grand Ave., El Segundo",Yes,310-372-2162,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,Yes,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,Yes,Yes, , , , , , , , , ,No,No, , , ,Yes, , ,Yes,No, , , , , , , , ,Yes, , , ,Yes,No, , , , , , , , , , , , ,831, ,33.916333,-118.428698, , , , , ,
923354.714,3761033.8519,1170,1171,5_South Coast,13,Los Angeles,El Porto Beach,"W. end of 45th St., Manhattan Beach",Yes,310-372-2162,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes, ,No,No, , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , , ,No,No, , , ,Yes, , ,Yes,No, , ,Yes, , , , , ,Yes, , ,Yes,Yes,No, , , , , , , , , , , , ,832, ,33.904693,-118.422611,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/El_Porto_Beach_2007_08_17_0130.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/El_Porto_Beach_2007_08_17_0138.jpg, , ,310-372-2162,
924309.3249,3760338.6084,1171,1172,5_South Coast,13,Los Angeles,Sand Dune Park,"31st St. W. of Blanche Rd., Manhattan Beach",Yes, ,City/County Park,Park,Yes,No,Yes, , ,Yes,Yes, ,Yes,Yes,No, , , ,Yes,No,No, , , , , , , , , , , , , , , , , , , , ,No,Yes, , , , , , , , ,Yes,No,No, , , ,No, , ,No, ,Yes, , , , , ,Yes, , , , , ,No,No, , , , , , , , , , , , ,833, ,33.898059,-118.412654,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Sand_Dune_Park_2007_08_16_0116.jpg, , , , ,
924057.4415,3759908.3247,1172,1173,5_South Coast,13,Los Angeles,Bruce's Beach,"27th St. and Highland Ave., Manhattan Beach",Yes, ,City/County Park,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, , ,Yes, , ,Yes, , , , ,No,Yes, , , ,No, , ,No,No, , , , , , , ,Yes, , , , ,No,No, , , ,3, , , , , , , , ,834, ,33.894292,-118.415577,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Bruces_Beach_2007_08_16_0121.jpg, , , , ,
924058.7166,3759458.6664,1173,1174,5_South Coast,13,Los Angeles,Manhattan Beach,"W. of the Strand, Manhattan Beach",Yes,310-372-2162,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes, ,No,No, , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , , ,No,No, , , ,Yes, , ,Yes,No,Yes, ,Yes, , , , , ,Yes, , ,Yes,Yes,No, ,2,2, , , , , , , , , ,835, ,33.890249,-118.41578,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_2007_09_15_0094.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_2007_09_15_0103.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_near_27th_St_2007_08_16_0125.jpg, ,310-372-2162,
924393.7218,3758792.3452,1174,1175,5_South Coast,13,Los Angeles,Manhattan Beach Municipal Pier,"Foot of Manhattan Beach Blvd., Manhattan Beach",Yes,310-379-8117,Physical Access,Pier,Yes,No,Yes, , ,Yes,Yes,Yes, ,Yes,No,Yes,Yes,Yes, ,No,No, , , , , , , , , , , , , , , ,Yes, ,928 ft., , ,No, , , , , , , , , , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,836,Yes,33.884124,-118.41249,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_Municipal_Pier_2013_11_01_8775.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_Municipal_Pier_2013_11_01_8779.jpg, , , ,
925364.5351,3756667.4133,1175,1176,5_South Coast,13,Los Angeles,Hermosa Beach,"W. of the Strand, Hermosa  Beach",Yes,310-372-2162,Physical Access,Beach Access,Yes,No,Yes, , ,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes, ,No,No, , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , , ,Yes,No, , , ,Yes, , ,Yes,No, , ,Yes, , , , , ,Yes, , ,Yes,Yes,No, ,2,2, , , , , , , , , ,837, ,33.86463,-118.403052,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Hermosa_Beach_no_of_Municipal_Pier_2013_11_01_8760.jpg, , , ,310-372-2162,
925477.4156,3756364.129,1176,1177,5_South Coast,13,Los Angeles,Hermosa Beach Municipal Pier,"Foot of Pier Ave., Hermosa Beach",Yes, ,Physical Access,Pier,Yes,No,Yes, , ,Yes,Yes, , ,Yes,No,No, , , ,No,No, , , , , , , , , , , , , , , ,Yes,ORIG 1904, , , ,No, , , , , , , , , , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,838,Yes,33.861858,-118.401982,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Hermosa_Beach_at_foot_of_Municipal_Pier_2013_11_01_8766.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Hermosa_Beach_at_foot_of_Municipal_Pier_2013_11_01_8771.jpg, , , ,
925565.6888,3756378.0963,1177,1178,5_South Coast,13,Los Angeles,Los Angeles Surf City Hostel,"26 Pier Ave., Hermosa Beach",Yes,310-798-2323,Facility,LCOA,Yes,Yes,No, , ,No,Yes, , , ,No,Yes,Yes,Yes, ,No,No, , , , , ,Yes, , , , , , , , , , , , , , ,No, , ,Yes, , , , , , , ,No,No, , , ,No, , ,No,No, , , , , , , , , , , , ,No,No, , , , , , , , , , , , ,839, ,33.861948,-118.401024, , , , , ,
925981.3635,3755247.6751,1178,1179,5_South Coast,13,Los Angeles,SEA Lab,"1021 N. Harbor Dr., Redondo Beach",No,310-318-7438,Facility,Historic/Cultural Site,No,No,Yes, , ,Yes,Yes,Yes, ,Yes,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , ,Yes,No,No, , , ,No, , ,No, ,Yes, , , , , , , , , , , ,No,No, , , , , , , , , ,2019, , ,840,Yes,33.851618,-118.397091, , , , , ,
925846.6203,3754603.4783,1179,1180,5_South Coast,13,Los Angeles,King Harbor,"W. of Harbor Dr., Redondo Beach",Yes,310-318-0632,Waterfront Features,Boat Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,No,No,Yes,Yes, ,No,No, , , , , , , , ,Yes,"4 Marinas, two 5-ton Hoists, Hand Launch",1400+, , , , , , , , , ,No, , , , , , ,Yes,Yes, , ,No,No, , , ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,Yes,Yes,Yes, , , , , , , , , , , ,841,Yes,33.845881,-118.398854,https://www.coastal.ca.gov/access-photos/14_los_angeles\13_Redondo_Beach/King_Harbor_Redondo_Bch_Marina_SFS_2007_08_19_0064.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/King_Harbor_SFS_2013_11_01_8857.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/King_Harbor_SFS_2013_11_03_9247.jpg, , ,
926265.405,3754481.3238,1180,1181,5_South Coast,13,Los Angeles,Seaside Lagoon,"200 Portofino Way, Redondo Beach",Yes,310-318-0681,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes, ,Yes,No, , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,No,No, , , ,No, , ,No,No, , ,Yes, , , ,Yes, ,Yes, , , ,No,No, , , ,2.5,2.5, , , , , , , ,842, ,33.844614,-118.394401,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Seaside_Lagoon_2007_08_19_0015.jpg, , , , ,
926345.7416,3754360.2333,1181,1182,5_South Coast,13,Los Angeles,Redondo Sportfishing Pier,"W. of Harbor Dr., N. of Basin 3, Redondo Beach",Yes,310-372-2111,Physical Access,Pier,Yes,No,Yes, , ,No,Yes, , , ,No,No,Yes,Yes, ,No,No, , , , , , , , , , , , , , , ,Yes, ,200 ft., , ,No, , , , , , ,Yes,Yes, , ,No,No, , , ,No, , ,No,No, , , , , , , , , , , , ,Yes,No,Yes, , , , , , , , , , , ,843,Yes,33.843493,-118.393594,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_Beach_Marina_2013_11_03_9248.jpg, , , , ,
926653.0934,3754407.0672,1182,1183,5_South Coast,13,Los Angeles,Plaza Park,"Foot of Diamond St., Redondo Beach",Yes, ,City/County Park,Park,Yes,Yes,Yes, , ,Yes,No, ,Yes,Yes,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, , , , , , ,Yes,Yes, ,Yes,No,No, , ,Yes,Yes, , ,Yes,No, , , , , , , , , , , , ,No,No, , , , , , , , , , , , ,844, ,33.84379,-118.39026, , , , , ,
926505.7417,3754083.5403,1183,1184,5_South Coast,13,Los Angeles,Redondo Beach Municipal Pier,"Foot of Torrance Blvd., Redondo Beach",Yes,310-318-0631,Physical Access,Pier,Yes,No,Yes, , ,Yes,Yes, , ,Yes,No,No,Yes,Yes, ,No,No, , , , , , , , , , , , , , , ,Yes, ,"1,550 ft.", , ,No, , , , , , ,Yes,Yes, , ,No,No, , , ,Yes, , ,Yes,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,845,Yes,33.840941,-118.392004,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_Beach_Municipal_Pier_2007_08_19_0059.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_Beach_Municipal_Pier_2007_08_19_0062.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_Beach_Municipal_Pier_2013_11_03_9224.jpg, , ,
926583.4986,3753873.2353,1184,1185,5_South Coast,13,Los Angeles,Monstad Pier,"Foot of Torrance Blvd., Redondo Beach",Yes, ,Physical Access,Pier,Yes,No,Yes, , ,Yes,Yes, , ,Yes,No,No, , , ,No,No, , , , , , , , , , , , , , , ,Yes, , , , ,No, , , , , , ,Yes,Yes, , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,846,Yes,33.839019,-118.391268,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Monstad_Pier_2007_08_19_0053.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Monstad_Pier_2007_08_19_0055.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Monstad_Pier_2013_11_03_9237.jpg, , ,
926834.5435,3753770.8246,1185,1186,5_South Coast,13,Los Angeles,Veterans Park (Torrance Blvd.),"S. side, foot of Torrance Blvd., Redondo Beach",Yes, ,City/County Park,Park,Yes,No,Yes, , ,Yes,Yes, ,Yes,Yes,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, , ,Yes, , , , , , , ,Yes,No, , ,Yes,No, , ,No,No, , , , , , ,Yes, , , , , ,No,No, , , , , , , , , , , , ,847,Yes,33.837997,-118.388613, , , , , ,
926706.1897,3752537.9052,1186,1187,5_South Coast,13,Los Angeles,Redondo County Beach,"W. of Esplanade, Redondo Beach",Yes, ,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,Yes,Yes, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , , ,Yes,No, , , ,Yes, , ,Yes,No, , , , , , , , ,Yes, , , ,Yes,No, , , , , , , , , , , , ,848, ,33.826965,-118.390592,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2007_08_19_0049.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2013_11_03_9220.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2013_11_03_9275.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_end_of_Ave_I_2013_11_03_9263.jpg, ,
926758.2829,3752392.8559,1187,1188,5_South Coast,13,Los Angeles,Blufftop Walkway,"W. of Esplanade, Redondo Beach",Yes, ,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,No, , , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, , ,Yes, , ,Yes, , , , ,Yes,Yes, ,Yes,Yes,Yes, , ,No,No, , , , , , , , ,Yes, , , ,No,No, , , , , , , , , , , , , , ,33.82564,-118.390101, , , , , ,
926673.1217,3750843.5271,1188,1189,5_South Coast,13,Los Angeles,Torrance County Beach,"Along Paseo de la Playa, Torrance",Yes, ,Physical Access,Beach Access,Yes,Yes,Yes, , ,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes, ,No,No, , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , , ,Yes,Yes, , ,Yes,Yes, , ,Yes,No, , ,Yes, , , , , , , , ,Yes,Yes,No, , , , , , , , , , , , ,849, ,33.811746,-118.391767,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Torrance_County_Beach_2013_11_03_9335.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Torrance_County_Beach_SFS_2013_11_03_9295.jpg, , ,310-372-2162,
926809.5711,3751243.8674,1189,1190,5_South Coast,13,Los Angeles,Miramar Park,"S. end of Esplanade, Redondo Beach",Yes, ,City/County Park,Park,Yes,No,Yes, , ,Yes,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , ,Yes, , ,Yes, , , , ,Yes, , , ,Yes,No, , , , , , , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,33.81529,-118.390104, , , , , ,
926317.7351,3749880.8752,1190,1191,5_South Coast,13,Los Angeles,Malaga Cove,"End of Via Arroyo, off Paseo del Mar, Palos Verdes Estates",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,No,No, , , ,Yes,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,Yes, ,Yes, , , , , , , , ,No,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,850, ,33.803235,-118.396059,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0020.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0039.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0048.jpg, , ,
925370.5928,3749211.2469,1191,1192,5_South Coast,13,Los Angeles,Path to Bluff Cove,"At Flat Rock Pt., 600 block of Paseo del Mar, Palos Verdes Estates",Yes, ,Path/Trail/Drive,Beach Access,Yes,No,Yes, , ,No,No, , , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes, , , ,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,Yes, , ,Yes, ,Yes, , , , , ,Yes,Yes,No, , , , , , , , , , , , ,851, ,33.797596,-118.406581, , , , , ,
925062.3021,3748214.5151,1192,1193,5_South Coast,13,Los Angeles,Overlook at Bluff Cove,"Paseo del Mar at Palos Verdes Dr. West, Palos Verdes Estates",Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No, , , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes, , ,Yes, , , , ,No,No, ,Yes, ,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,852, ,33.788759,-118.41038,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Bluff_Cove_SFS_2007_08_19_slide_0264.jpg, , , , ,
924399.8433,3747905.8846,1193,1194,5_South Coast,13,Los Angeles,Palos Verdes Estates Shoreline Preserve,Entire Shoreline of Palos Verdes Estates,Yes,310-378-0383,Nature Preserve/Reserve,Beach Access,Yes,No,Yes, , ,No,No, , , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes, , ,Yes, , , , ,No,Yes, ,Yes, ,No, , ,No,No,Yes, , , , ,Yes, , , , , , , ,No, ,4.5, ,130, , , , , , , , ,853, ,33.78625,-118.417661, , , , , ,
923882.932,3746997.3585,1194,1195,5_South Coast,13,Los Angeles,Overlook (1900 block of Paseo del Mar),"1900 block of Paseo del Mar, Palos Verdes Estates",Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No, , , ,No, , , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes, , ,Yes, , , , ,No,No, ,Yes, ,No, , , , ,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,854, ,33.778289,-118.423662, , , , , ,
924127.2481,3746251.8698,1195,1196,5_South Coast,13,Los Angeles,Overlook (2300 block of Paseo del Mar),W. of Paseo del Mar opposite Via Bandini,Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No,No,No,No, , , , ,No, ,No, , , , , , , , , , , , , , , , , , , , ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No, ,No,No, , , ,No, ,No, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,33.771489,-118.421389, , , , , ,
924215.2541,3745639.6846,1196,1197,5_South Coast,13,Los Angeles,Overlook (2800 block of Paseo del Mar),W. of Paseo del Mar opposite Via Barri,Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No,No,No,No, , , , ,No, ,No, , , , , , , , , , , , , , , , , , , , ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No, ,No,No, , , ,No, ,No, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,33.76595,-118.420735, , , , , ,
924443.1777,3745400.9003,1197,1198,5_South Coast,13,Los Angeles,Overlook (2850 block of Paseo del Mar),W. of Paseo del Mar opposite Via Neve,Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No,No,No,No, , , , ,No, ,No, , , , , , , , , , , , , , , , , , , , ,No,No,Yes,Yes,No,No,Yes, , , , ,No,No, ,No,No, , , ,No, ,No, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,33.763712,-118.418396, , , , , ,
926190.6484,3744443.4195,1198,1199,5_South Coast,13,Los Angeles,Los Verdes Golf Course,"7000 W. Los Verdes Dr., Rancho Palos Verdes",Yes,310-377-7370,Recreational Facility,Visual Access,Yes,Yes,Yes, , ,No,Yes, , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , ,Yes,No,No, , , ,No, , , , , , , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,33.754403,-118.400047, , , , , ,
924778.3104,3744526.542,1199,1200,5_South Coast,13,Los Angeles,Overlook (Calle Entradero),"Calle Entradero, Rancho Palos Verdes",Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No, , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes, , ,Yes, , , , ,No,No, ,Yes, ,Yes, , , , ,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,33.755717,-118.415208, , , , , ,
925236.3319,3743316.6326,1200,1201,5_South Coast,13,Los Angeles,Point Vicente Park,"31501 Palos Verdes Dr. West, Rancho Palos Verdes",Yes,310-377-5370,City/County Park,Park,Yes,No,Yes, , ,Yes,Yes,Yes,Yes,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes, , ,Yes, , , , ,No,No, ,Yes,Yes,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , ,4, , , , , , , , ,855,Yes,33.744656,-118.410859, ,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Point_Vicente_Park_2013_11_03_9336.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Point_Vicente_Interpretive_Center_SFS_2007_08_18_0103.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Point_Vicente_Interpretive_Center_SFS_2007_08_18_0214.jpg, ,
925270.9571,3743019.4096,1201,1202,5_South Coast,13,Los Angeles,Point Vicente Lighthouse,"31501 Palos Verdes Dr. West, Rancho Palos Verdes",Yes,310-541-0334,Architectural Feature,Historic/Cultural Site,Yes,No,Yes, , , , , , , ,No, , , , ,No,No, , , , , , , , , , , , ,Yes,1926, , , , ,Yes, ,No, ,Yes,Yes, , ,Yes, , , , ,No,No, ,Yes, ,Yes, , , , ,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,855.1,Yes,33.74197,-118.410629,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Point_Vicente_Lighthouse_2007_08_18_0095.jpg, , , , ,
925951.3652,3743017.1809,1202,1203,5_South Coast,13,Los Angeles,Pelican Cove,"31300 Palos Verdes Dr. South, E. of Point Vincente Park, Rancho Palos Verdes",Yes,310-377-0360,Physical Access,Beach Access,Yes,No,Yes, , ,Yes,Yes, , , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes, , ,Yes, , , , ,No,Yes, ,Yes, ,Yes, , ,No,No,Yes, , ,Yes, , , , , , , , ,No,No, , , , , , , , , , , , ,856, ,33.741677,-118.403308,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Pelican_Cove_2013_11_03_9347.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Point_Vicente_w_trail_to_Pelican_Cove_2012_11_01_L1090083.jpg, , , ,
926808.7879,3742730.9313,1203,1204,5_South Coast,13,Los Angeles,Terranea Resort Access,"At Long Point, off Palos Verdes Dr. South, Rancho Palos Verdes",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,Yes,Yes, , ,Yes,No,Yes,Yes,Yes, ,No,No, , , , , , , , , , , , , , , , , , , , ,No, ,Yes,Yes, , ,Yes, , , , ,No,Yes, ,Yes,Yes,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , ,A-5-RPV-02-324, , , , ,857,Yes,33.738759,-118.394219,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Terranea_Resort_Access_2012_11_01_L1090072.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Terranea_Resort_Access_2012_11_01_L1090082.jpg, , , ,
